index,id_distr_bank,year,newid,baseline_PSU,dummy_settle_without_na_11,dummy_settle_without_na_2,dummy_settle_without_na_3,dummy_settle_without_na_1,dummy_settle_without_na_12,dummy_settle_without_na_4,dummy_settle_without_na_5,dummy_settle_without_na_13,dummy_settle_without_na_21,dummy_settle_without_na_22,dummy_settle_without_na_23,dummy_settle_without_na_255
123.0,104.0,2015.0,23280.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,153.0,2015.0,23492.0,443.0,0.4359673024523161,0.1470833565033643,0.3830840238002558,0.005783239726408275,0.024411944614358003,0.000444864594339098,0.00038925652004671076,0.00283601178891175,0.0,0.0,0.0,0.0
125.0,98.0,2015.0,23506.0,102.0,0.4690792974986695,0.0746673762639702,0.4182543906333156,0.007078233102714209,0.00633315593400745,0.0010643959552953698,0.023097392229909527,0.0,0.0,0.0004257583821181479,0.0,0.0
126.0,244.0,2015.0,23510.0,446.0,0.4386125057051575,0.05750798722044728,0.47238703788224556,0.0,0.0314924691921497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,248.0,2015.0,23510.0,522.0,0.4386125057051575,0.05750798722044728,0.47238703788224556,0.0,0.0314924691921497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,68.0,2015.0,23534.0,128.0,0.5609756097560976,0.004878048780487805,0.43414634146341463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,154.0,2015.0,23567.0,444.0,0.4367053620784964,0.050304035378662244,0.4925373134328358,0.003316749585406302,0.0,0.0,0.0,0.0,0.017136539524599224,0.0,0.0,0.0
130.0,197.0,2015.0,23576.0,165.0,0.5120481927710844,0.05421686746987952,0.43373493975903615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,249.0,2015.0,23589.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,127.0,2015.0,23653.0,417.0,0.44273765481743604,0.10181759691169374,0.45214733794434614,0.001206369631655139,0.0,0.0,0.0005629724947723983,0.0,0.0015280682000965095,0.0,0.0,0.0
133.0,250.0,2015.0,23666.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,105.0,2015.0,23717.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,63.0,2015.0,23728.0,106.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,97.0,2015.0,23753.0,101.0,0.4190043357885389,0.09920075223319229,0.3914224520712532,0.0002611920806561145,0.03541764613696913,0.001044768322624458,0.026171446481742675,0.023507287259050307,0.00397011962597294,0.0,0.0,0.0
137.0,29.0,2015.0,23756.0,408.0,0.4886164623467601,0.03327495621716287,0.46935201401050786,0.0,0.008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,30.0,2015.0,23756.0,466.0,0.4886164623467601,0.03327495621716287,0.46935201401050786,0.0,0.008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,106.0,2015.0,23783.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,102.0,2015.0,23824.0,247.0,0.4598494353826851,0.09786700125470514,0.308030112923463,0.0037641154328732747,0.0,0.0,0.04203262233375157,0.0,0.08845671267252196,0.0,0.0,0.0
141.0,96.0,2015.0,23859.0,99.0,0.49138587144537466,0.04850204109873383,0.43430429668580917,0.0060541064138933095,0.0,8.648723448419014e-05,0.016501764339583478,0.0,0.0031654327821213587,0.0,0.0,0.0
142.0,254.0,2015.0,23863.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,255.0,2015.0,23863.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,251.0,2015.0,23863.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,253.0,2015.0,23863.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,262.0,2015.0,23865.0,386.0,0.3088514475557665,0.08870431893687708,0.43106312292358806,0.0008542952064546749,0.09992880873279544,7.119126720455624e-05,0.032819174181300426,0.03770764119601329,0.0,0.0,0.0,0.0
