index,id_distr_bank,year,newid,baseline_PSU,dummy_settle_without_na_11,dummy_settle_without_na_2,dummy_settle_without_na_3,dummy_settle_without_na_1,dummy_settle_without_na_12,dummy_settle_without_na_4,dummy_settle_without_na_5,dummy_settle_without_na_13,dummy_settle_without_na_21,dummy_settle_without_na_22,dummy_settle_without_na_23,dummy_settle_without_na_255
147.0,209.0,2015.0,23941.0,543.0,0.3557183557183557,0.08064422350136635,0.46531775103203676,0.002703645560788418,0.0685214256642828,0.0007122507122507123,0.0020640734926449214,0.0189836618408047,0.00533461247746962,0.0,0.0,0.0
148.0,200.0,2015.0,23972.0,171.0,0.3470934030045722,0.05983017635532332,0.4009144350097975,0.00907903331156107,0.07851077726975833,0.0022860875244937948,0.04435009797517962,0.026322664924885695,0.008687132593076421,0.0,0.022926192031352058,0.0
149.0,199.0,2015.0,23972.0,167.0,0.3470934030045722,0.05983017635532332,0.4009144350097975,0.00907903331156107,0.07851077726975833,0.0022860875244937948,0.04435009797517962,0.026322664924885695,0.008687132593076421,0.0,0.022926192031352058,0.0
150.0,89.0,2015.0,24023.0,621.0,0.40368821292775664,0.03688212927756654,0.4875665399239544,0.0,0.003193916349809886,0.0006083650190114068,0.04684410646387833,0.007376425855513308,0.0007984790874524715,0.0001520912547528517,0.012889733840304183,0.0
151.0,66.0,2015.0,24063.0,119.0,0.5294117647058824,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,168.0,2015.0,24110.0,266.0,0.495781204538842,0.004946173988943846,0.44224614489380276,0.0,0.022694210066918824,0.0,0.03433226651149258,0.0,0.0,0.0,0.0,0.0
153.0,261.0,2015.0,24139.0,385.0,0.4839319470699433,0.014263619178553016,0.48599415707166177,0.0,0.0,0.0,0.015810276679841896,0.0,0.0,0.0,0.0,0.0
154.0,99.0,2015.0,24308.0,103.0,0.4603877957277391,0.10421292397213078,0.3929637853150601,0.0022394916162621543,0.011484572391087971,0.00022969144782175943,0.020892351274787536,0.007359696807288875,0.00022969144782175943,0.0,0.0,0.0
155.0,258.0,2015.0,24340.0,372.0,0.5068768869506877,0.056860114055686015,0.39592418651459244,0.0002515934250251593,0.0,0.005870513250587051,0.03421670580342167,0.0,0.0,0.0,0.0,0.0
156.0,257.0,2015.0,24340.0,256.0,0.5068768869506877,0.056860114055686015,0.39592418651459244,0.0002515934250251593,0.0,0.005870513250587051,0.03421670580342167,0.0,0.0,0.0,0.0,0.0
157.0,245.0,2015.0,24382.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,243.0,2015.0,24382.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,252.0,2015.0,24386.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,217.0,2015.0,24412.0,204.0,0.2844244631047039,0.1510737905922568,0.3661291521141413,0.0015976815040499369,0.12733150033439847,0.00029724307052091846,0.03734116073419039,0.03180500854573828,0.0,0.0,0.0,0.0
161.0,31.0,2015.0,24430.0,467.0,0.47619047619047616,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,260.0,2015.0,24553.0,259.0,0.44387063119457487,0.039749608763693274,0.4474700052164841,0.0002608242044861763,0.0,0.00036515388628064686,0.037037037037037035,0.0,0.03124673969744392,0.0,0.0,0.0
